"record_id","ndvi"
905988587,0.121406411582213
905992285,0.121406411582213
905992924,0.121406411582213
905992956,0.121406411582213
905992957,0.121406411582213
905993719,0.121406411582213
905993780,0.121406411582213
905993853,0.121406411582213
905998169,0.121406411582213
905999656,0.121406411582213
906001300,0.121406411582213
906010049,0.121406411582213
906010050,0.121406411582213
906021294,0.121406411582213
906026040,0.562672556598564
906026335,0.121406411582213
906026897,0.121406411582213
906029661,0.562672556598564
906031121,0.617679212868968
906031192,0.653789874158619
906032416,0.653789874158619
906032434,0.562672556598564
906033099,0.562672556598564
906033549,0.562672556598564
906034690,0.40464308960729
906036162,0.562672556598564
906037064,0.524209683873549
906037065,0.524209683873549
906037220,0.653789874158619
906037244,0.653789874158619
906037432,0.40464308960729
906037433,0.40464308960729
906037434,0.581929006812478
906037435,0.581929006812478
906037587,0.581929006812478
906037588,0.581929006812478
906037722,0.40464308960729
906037957,0.587083476468568
906037958,0.416763950501985
906038309,0.562672556598564
906038310,0.46031746031746
906038340,0.456712390375534
906038646,0.524209683873549
906038647,0.524209683873549
906039027,0.40464308960729
906039088,0.587083476468568
906039104,0.544569574346249
906039325,0.587083476468568
906039439,0.524209683873549
906039576,0.562672556598564
906039577,0.46031746031746
906039598,0.456712390375534
906039599,0.456712390375534
906039669,0.456712390375534
906039670,0.456712390375534
906039770,0.587083476468568
906039771,0.562604340567613
906039802,0.562672556598564
906039803,0.562672556598564
906039804,0.46031746031746
906039805,0.46031746031746
906039806,0.46031746031746
906039807,0.46031746031746
906039808,0.46031746031746
906039809,0.46031746031746
906039856,0.46031746031746
906039857,0.46031746031746
906040219,0.456712390375534
906040221,0.587083476468568
906040222,0.562604340567613
906040247,0.439242503945292
906040282,0.544569574346249
906040283,0.544569574346249
906040284,0.544569574346249
906040285,0.544569574346249
906040327,0.477112676056338
906040342,0.587083476468568
906040343,0.416763950501985
906040344,0.562604340567613
906040353,0.615194054500413
906040354,0.615194054500413
906040368,0.587051938551573
906040384,0.653789874158619
906040389,0.617679212868968
906040390,0.617679212868968
906040694,0.581929006812478
906040695,0.40464308960729
906040912,0.617679212868968
906040913,0.617679212868968
906041042,0.581929006812478
906041043,0.40464308960729
906041169,0.587051938551573
906041170,0.587051938551573
906041171,0.62848200312989
906041173,0.62848200312989
906041320,0.587051938551573
906041615,0.587051938551573
906041617,0.594675540765391
906041644,0.524209683873549
906042011,0.544569574346249
906042040,0.615194054500413
906042041,0.615194054500413
906042278,0.617679212868968
906042279,0.617679212868968
906042657,0.40464308960729
906043163,0.615194054500413
906043179,0.594675540765391
906043191,0.265551265551266
906043410,0.594675540765391
906043411,0.594675540765391
906043440,0.544569574346249
906043814,0.587083476468568
906043815,0.416763950501985
906043816,0.562604340567613
906043819,0.615194054500413
906043837,0.46031746031746
906043838,0.46031746031746
906043852,0.581929006812478
906043912,0.477112676056338
906044315,0.505693800084353
906044344,0.265551265551266
906044402,0.517902350813743
906044415,0.517902350813743
906044512,0.557781487664626
906044513,0.557781487664626
906044599,0.477112676056338
906044673,0.617679212868968
906044687,0.456712390375534
906044789,0.524209683873549
906044823,0.416763950501985
906044824,0.562604340567613
906044859,0.477112676056338
906044880,0.587051938551573
906044950,0.46031746031746
906045067,0.62848200312989
906045070,0.594675540765391
906045234,0.587972078038303
906045235,0.587972078038303
906045236,0.505693800084353
906045322,0.477112676056338
906045477,0.505693800084353
906045530,0.628329677217173
906045616,0.587972078038303
906045827,0.594675540765391
906045903,0.594675540765391
906045904,0.594675540765391
906045905,0.594675540765391
906045918,0.384644124789837
906046026,0.557781487664626
906046199,0.594675540765391
906046389,0.517902350813743
906046390,0.517902350813743
906046391,0.517902350813743
906046392,0.517902350813743
906046931,0.524209683873549
906046932,0.524209683873549
906047692,0.618601538976246
906048006,0.56786703601108
906048007,0.56786703601108
906048008,0.56786703601108
906048024,0.628329677217173
906048058,0.557781487664626
906048059,0.557781487664626
906048084,0.607900750897813
906048085,0.607900750897813
906048117,0.587051938551573
906048133,0.265551265551266
906048134,0.265551265551266
906049059,0.618601538976246
906049131,0.628329677217173
906049211,0.265551265551266
906049328,0.628329677217173
906049329,0.29925868123293
906049330,0.29925868123293
906051632,0.618601538976246
906052930,0.618601538976246
906058391,0.617679212868968
906058478,0.562672556598564
906058479,0.46031746031746
906059123,0.439242503945292
906059124,0.519013360739979
906059436,0.439242503945292
906059437,0.658980927981782
906059438,0.658980927981782
906059439,0.658980927981782
906059625,0.592223161453931
906059654,0.648955223880597
906059680,0.477112676056338
906059681,0.477112676056338
906059683,0.648972349549017
906059684,0.648972349549017
906059814,0.62998015570142
906059815,0.62998015570142
906059949,0.456712390375534
906059950,0.456712390375534
906059951,0.557781487664626
906060470,0.46031746031746
906060472,0.648955223880597
906060473,0.648955223880597
906060474,0.648955223880597
906060519,0.477112676056338
906060521,0.648972349549017
906060522,0.648972349549017
906060554,0.29925868123293
906060555,0.29925868123293
906060556,0.62998015570142
906060557,0.62998015570142
906060778,0.587083476468568
906060998,0.607900750897813
906061192,0.586267297249956
906061363,0.49587961304192
906061405,0.648955223880597
906061452,0.648955223880597
906061489,0.49587961304192
906061534,0.628329677217173
906061576,0.505693800084353
906061833,0.651618651618652
906061976,0.461161651504549
906061999,0.557647894830343
906062000,0.557647894830343
906062001,0.557647894830343
906062047,0.265551265551266
906062048,0.648955223880597
906062098,0.265551265551266
906062099,0.648955223880597
906062286,0.6
906062301,0.461161651504549
906062327,0.505693800084353
906062328,0.607900750897813
906062329,0.607900750897813
906062351,0.557781487664626
906062419,0.56786703601108
906062443,0.628329677217173
906062444,0.29925868123293
906062445,0.29925868123293
906062460,0.5199841709537
906062461,0.5199841709537
906062462,0.5199841709537
906062463,0.5199841709537
906062529,0.648972349549017
906062589,0.384644124789837
906062590,0.384644124789837
906062650,0.658980927981782
906062779,0.628329677217173
906062780,0.29925868123293
906062806,0.617679212868968
906062807,0.587972078038303
906062808,0.607900750897813
906063005,0.456712390375534
906063053,0.557781487664626
906063062,0.648972349549017
906063072,0.557647894830343
906063203,0.648972349549017
906063301,0.461161651504549
906063325,0.62848200312989
906063327,0.594675540765391
906063328,0.56786703601108
906063330,0.557647894830343
906063339,0.56786703601108
906063351,0.517902350813743
906063353,0.439242503945292
906063354,0.651618651618652
906063355,0.651618651618652
906063356,0.225005745805562
906063372,0.587051938551573
906063386,0.384644124789837
906063461,0.477112676056338
906063464,0.648972349549017
906063552,0.5199841709537
906063603,0.62998015570142
906063604,0.62998015570142
906063882,0.587972078038303
906063913,0.544569574346249
906064105,0.594675540765391
906064106,0.56786703601108
906064225,0.651618651618652
906064235,0.651618651618652
906064449,0.49587961304192
906064502,0.225005745805562
906064503,0.225005745805562
906064521,0.607900750897813
906064551,0.519013360739979
906064561,0.586267297249956
906064607,0.5199841709537
906064608,0.5199841709537
906064686,0.49587961304192
906064711,0.49587961304192
906064736,0.308012968967114
906064750,0.49587961304192
906065051,0.29925868123293
906065058,0.658980927981782
906065059,0.658980927981782
906065146,0.544569574346249
906065361,0.557647894830343
906065362,0.557647894830343
906065389,0.6
906065464,0.461161651504549
906065483,0.557647894830343
906065509,0.6
906065534,0.477112676056338
906065787,0.557647894830343
906065788,0.557647894830343
906066228,0.225005745805562
906066403,0.607900750897813
906066464,0.413316039775184
906066465,0.618601538976246
906066483,0.62998015570142
906066484,0.62998015570142
906066883,0.265551265551266
906067067,0.557781487664626
906067068,0.557781487664626
906067146,0.49587961304192
906067147,0.49587961304192
906067334,0.56786703601108
906067398,0.265551265551266
906067399,0.648955223880597
906067431,0.519013360739979
906067451,0.384644124789837
906067452,0.384644124789837
906067497,0.477112676056338
906067507,0.413316039775184
